0,-7.72E-08,,,,
-0.01,-3.16E-05,,,,
-0.02,-6.22E-05,,,,
-0.03,-9.23E-05,,,,
-0.04,-0.00012165,,,,
-0.05,-0.00015069,,,,
-0.06,-0.0001791,,,,
-0.07,-0.00020724,,,,
-0.08,-0.00023467,,,,
-0.09,-0.000262,,,,
-0.1,-0.00028839,,,,
-0.11,-0.00031461,,,,
-0.12,-0.00034004,,,,
-0.13,-0.00036502,,,,
-0.14,-0.00038958,,,,
-0.15,-0.00041291,,,,
-0.16,-0.00043558,,,,
-0.17,-0.00045758,,,,
-0.18,-0.00047855,,,,
-0.19,-0.00049864,,,,
-0.2,-0.00051815,,,,
-0.21,-0.00053664,,,,
-0.22,-0.00055446,,,,
-0.23,-0.00057109,,,,
-0.24,-0.00058708,,,,
-0.25,-0.00060236,,,,
-0.26,-0.00061648,,,,
-0.27,-0.00063005,,,,
-0.28,-0.00064301,,,,
-0.29,-0.00065526,,,,
-0.3,-0.00066642,,,,
-0.31,-0.00067738,,,,
-0.32,-0.00068794,,,,
-0.33,-0.00069818,,,,
-0.34,-0.00070779,,,,
-0.35,-0.00071632,,,,
-0.36,-0.00072532,,,,
-0.37,-0.00073407,,,,
-0.38,-0.00074235,,,,
-0.39,-0.00075035,,,,
-0.4,-0.00075753,,,,
-0.41,-0.00076528,,,,
-0.42,-0.00077259,,,,
-0.43,-0.00077976,,,,
-0.44,-0.00078679,,,,
-0.45,-0.00079376,,,,
-0.46,-0.00080033,,,,
-0.47,-0.00080729,,,,
-0.48,-0.00081336,,,,
-0.49,-0.00081998,,,,
-0.5,-0.00082528,,,,
-0.51,-0.0008316,,,,
-0.52,-0.00083708,,,,
-0.53,-0.00084321,,,,
-0.54,-0.0008491,,,,
-0.55,-0.00085475,,,,
-0.56,-0.00085959,,,,
-0.57,-0.00086546,,,,
-0.58,-0.00087092,,,,
-0.59,-0.00087625,,,,
-0.6,-0.00088202,,,,
-0.61,-0.00088827,,,,
-0.62,-0.00089355,,,,
-0.63,-0.00089786,,,,
-0.64,-0.00090307,,,,
-0.65,-0.00090797,,,,
-0.66,-0.00091271,,,,
-0.67,-0.00091786,,,,
-0.68,-0.00092269,,,,
-0.69,-0.00092791,,,,
-0.7,-0.00093303,,,,
-0.71,-0.00093767,,,,
-0.72,-0.00094299,,,,
-0.73,-0.00094778,,,,
-0.74,-0.000953,,,,
-0.75,-0.00095806,,,,
-0.76,-0.00096411,,,,
-0.77,-0.00096946,,,,
-0.78,-0.00097411,,,,
-0.79,-0.00097981,,,,
-0.8,-0.00098471,,,,
-0.81,-0.0009898,,,,
-0.82,-0.00099468,,,,
-0.83,-0.00099864,,,,
-0.84,-0.00100424,,,,
-0.85,-0.00100927,,,,
-0.86,-0.00101375,,,,
-0.87,-0.00101825,,,,
-0.88,-0.00102248,,,,
-0.89,-0.00102812,,,,
-0.9,-0.00103255,,,,
-0.91,-0.00103741,,,,
-0.92,-0.00104153,,,,
-0.93,-0.00104593,,,,
-0.94,-0.00105026,,,,
-0.95,-0.00105533,,,,
-0.96,-0.00105969,,,,
-0.97,-0.00106413,,,,
-0.98,-0.0010676,,,,
-0.99,-0.0010718,,,,
-1,-0.00107562,,,,
-1.01,-0.00108014,,,,
-1.02,-0.00108435,,,,
-1.03,-0.00108819,,,,
-1.04,-0.00109263,,,,
-1.05,-0.00109603,,,,
-1.06,-0.00110047,,,,
-1.07,-0.00110431,,,,
-1.08,-0.00110863,,,,
-1.09,-0.00111293,,,,
-1.1,-0.00111685,,,,
-1.11,-0.00112151,,,,
-1.12,-0.00112554,,,,
-1.13,-0.00112965,,,,
-1.14,-0.00113341,,,,
-1.15,-0.00113787,,,,
-1.16,-0.00114282,,,,
-1.17,-0.00114618,,,,
-1.18,-0.0011513,,,,
-1.19,-0.0011554,,,,
-1.2,-0.0011603,,,,
-1.21,-0.0011653,,,,
-1.22,-0.0011691,,,,
-1.23,-0.0011735,,,,
-1.24,-0.0011777,,,,
-1.25,-0.0011813,,,,
-1.26,-0.0011852,,,,
-1.27,-0.0011899,,,,
-1.28,-0.0011934,,,,
-1.29,-0.0011974,,,,
-1.3,-0.0012015,,,,
-1.31,-0.0012058,,,,
-1.32,-0.0012099,,,,
-1.33,-0.0012139,,,,
-1.34,-0.0012181,,,,
-1.35,-0.0012204,,,,
-1.36,-0.0012245,,,,
-1.37,-0.0012278,,,,
-1.38,-0.0012321,,,,
-1.39,-0.0012361,,,,
-1.4,-0.0012401,,,,
-1.41,-0.0012442,,,,
-1.42,-0.0012486,,,,
-1.43,-0.0012523,,,,
-1.44,-0.0012567,,,,
-1.45,-0.0012603,,,,
-1.46,-0.0012653,,,,
-1.47,-0.0012698,,,,
-1.48,-0.0012735,,,,
-1.49,-0.0012776,,,,
-1.5,-0.0012821,,,,
-1.51,-0.0012861,,,,
-1.52,-0.0012898,,,,
-1.53,-0.0012937,,,,
-1.54,-0.001298,,,,
-1.55,-0.0013021,,,,
-1.56,-0.0013062,,,,
-1.57,-0.0013103,,,,
-1.58,-0.0013152,,,,
-1.59,-0.0013197,,,,
-1.6,-0.0013227,,,,
-1.61,-0.001327,,,,
-1.62,-0.0013303,,,,
-1.63,-0.0013343,,,,
-1.64,-0.0013386,,,,
-1.65,-0.0013436,,,,
-1.66,-0.0013476,,,,
-1.67,-0.0013515,,,,
-1.68,-0.0013552,,,,
-1.69,-0.0013588,,,,
-1.7,-0.0013631,,,,
-1.71,-0.0013675,,,,
-1.72,-0.0013715,,,,
-1.73,-0.0013755,,,,
-1.74,-0.0013794,,,,
-1.75,-0.0013847,,,,
-1.76,-0.0013885,,,,
-1.77,-0.0013923,,,,
-1.78,-0.001397,,,,
-1.79,-0.0014003,,,,
-1.8,-0.0014033,,,,
